MTU (UTC),Hour,POWER,Expected,q0,q5,q10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95,ZONEID,tclw,tciw,SP,r,TCC,10u,10V,2T,SSRD,STRD,TSR,TP,POWER,Day-ahead Price [EUR/MWh],+ Imbalance Price [EUR/MWh] - MBA|ES,- Imbalance Price [EUR/MWh] - MBA|ES,Total Imbalance [MWh] - MBA|ES,Direction,Penalty,Pen_up,Pen_down,Day-ahead Price [EUR/MWh]_Forecast,Pen_up_Forecast,Pen_down_Forecast,Direction_Forecast,tau
11/25/2018 14:00,13,0.612884615,0.617787898,0.561454487,0.595102564,0.60298077,0.60298077,0.607019231,0.608316026,0.612077137,0.614191453,0.615534509,0.616438248,0.618397436,0.619485898,0.620972436,0.622275641,0.625384615,0.628013462,0.63051859,0.634000427,0.638224359,0.651039744,1,0,0,94560.875,40.09414673,0,-1.083452225,-0.411425591,292.692627,11683382,3164202,12130935,0,0.737628205,59.03,59.03,68.55,848,0,9.52,9.52,0,56.43782425,2.180734634,1.150440454,0.208997101,0.666292593
11/25/2018 15:00,14,0.446282051,0.451488109,0.34876859,0.378716666,0.394935256,0.409820726,0.424446154,0.432724359,0.438015705,0.443594872,0.445238889,0.450448718,0.452913462,0.45770171,0.465607372,0.471585043,0.476275534,0.480748718,0.48720641,0.497371795,0.506217949,0.518048718,1,0,0,94504.875,38.71469116,0,-1.018623352,-0.439496994,293.4538574,15306766,4244976,15960835,0,0.612884615,61.47,61.47,67.63,576,0,6.16,6.16,0,59.42883301,7.529733658,1.122137427,0.166771144,0.426795268
11/25/2018 16:00,15,0.235769231,0.241593787,0.126709295,0.192073718,0.210357692,0.217967521,0.220348718,0.224582052,0.230093589,0.233481197,0.236442308,0.240235256,0.244615385,0.245597436,0.247604167,0.253528205,0.258970641,0.266217094,0.273814103,0.274935897,0.277473932,0.294279487,1,0,0.000133514,94471.8125,38.1743927,0.352416992,-0.752700806,-0.493623734,293.8920898,18430736,5332781,19316048,0,0.446282051,67.65,67.65,72.4,851,0,4.75,4.75,0,63.52694321,5.208961964,1.121010065,0.131996483,0.585955409
11/25/2018 17:00,16,0.079423077,0.088796923,0.049767308,0.061523077,0.064583333,0.06761282,0.071121795,0.07393547,0.076757372,0.079262821,0.080896902,0.082757692,0.085467949,0.088120085,0.0925,0.09569391,0.100528205,0.10421282,0.111496581,0.119230769,0.12377703,0.125961538,1,0,0.002437592,94445.5625,37.71728516,0.811645508,-0.691189766,-0.797498703,294.0222168,20881904,6422534,22015088,0,0.235769231,70,70,73.32,907,0,3.32,3.32,0,70.11384583,4.282225132,1.113010287,0.138315707,0.618207217
11/25/2018 18:00,17,0.045897436,0.05020813,0.024549145,0.032588462,0.036980128,0.039237179,0.040799679,0.044647436,0.048114744,0.049589744,0.050064103,0.050064103,0.050842094,0.05301282,0.054088996,0.055075,0.055355662,0.056201709,0.057948718,0.059299359,0.061730769,0.06695641,1,0,0.008131027,94456.5625,36.96923828,0.962646484,-0.900572777,-1.186712265,293.7348633,22514544,7511551,23902784,0,0.079423077,70.62,70.62,73.07,576,0,2.45,2.45,0,70.09734344,3.135028601,1.103223443,0.147531182,0.67033378
11/25/2018 19:00,18,0.015705128,0.015833771,0.002777243,0.006204487,0.008984562,0.01014829,0.010929487,0.011217949,0.01300406,0.013430769,0.015665705,0.01573718,0.01573718,0.016092735,0.01775641,0.018696581,0.019423077,0.019778205,0.021166026,0.021991666,0.022899872,0.026517094,1,0.000307083,0.01499939,94503.5,40.98182678,1,-1.390432358,-1.077960968,292.5283203,23253440,8613520,24847280,0,0.045897436,70,70,71.05,203,0,1.05,1.05,0,69.28153229,2.498379707,1.093575358,0.154494107,0.705491998
11/25/2018 20:00,19,0.000128205,0.000570003,0,0,0,2.14E-05,3.21E-05,3.21E-05,4.64E-05,6.41E-05,0.000115064,0.000192308,0.000256409,0.000256409,0.000328846,0.000626923,0.000754059,0.000897436,0.001089744,0.001365741,0.001736538,0.002606838,1,0.000403404,0.011602402,94561.8125,48.69264221,0.993632257,-2.923395157,-0.43648243,289.7648926,23388912,9721601,25069744,0,0.015705128,65.45,65.45,67.93,415,0,2.48,2.48,0,67.84397125,1.554969072,1.08500421,0.122739546,0.832976032
11/25/2018 21:00,20,0,4.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005342484,94656.625,62.01719666,0.861281037,-3.98092556,0.061022758,287.7192383,23388912,10819887,25069744,0,0.000128205,62.7,62.7,64.78,303,0,2.08,2.08,0,61.23282242,2.673884869,1.082070947,0.121764861,0.744818761
11/25/2018 22:00,21,0,2.14E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00206838,94715.6875,69.09368896,0.709599137,-2.990833282,0.137612343,285.8215332,23388912,11880604,25069744,0,0,58.54,58.54,61.92,494,0,3.38,3.38,0,59.84044647,2.414082289,1.082419515,0.121003054,0.765099749
11/25/2018 23:00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000299097,94743.6875,72.38124084,0.243703723,-1.7777071,0.373526573,283.9560547,23388912,12901193,25069744,0,0,52.57,52.57,55.73,1126,0,3.16,3.16,0,55.11391449,3.307251692,1.085625887,0.120405979,0.705708274
11/26/2018 0:00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94740.0625,74.76956177,0.004669189,-1.935507774,1.057405472,282.4052734,23388912,13894929,25069744,0,0,49.44,49.44,56.24,789,0,6.8,6.8,0,49.40772247,3.131549358,1.091194749,0.119938321,0.718849051
11/26/2018 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00122261,94703.25,77.05342102,0.222137451,-1.356513023,1.653687477,281.9277344,23388912,14879778,25069744,0,0,47.41,47.41,53.58,752,0,6.17,6.17,0,48.07501984,5.661673546,1.098470092,0.119573824,0.588234335
11/26/2018 2:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000196218,94657.375,79.95146179,0.068435669,-0.682668686,2.094242096,281.2856445,23388912,15862455,25069744,0,0,45.6,45.6,49.75,472,0,4.15,4.15,0,46.89678192,5.295283318,1.106649637,0.11929246,0.606749236
11/26/2018 3:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94623.125,82.09628296,0,-0.981476784,1.645461082,281.7209473,23389088,16836736,25069744,0,0,42.1,42.1,54.11,1065,0,12.01,12.01,0,45.77023315,3.823705435,1.114794374,0.11907991,0.68322276
11/26/2018 4:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94594.125,84.4414978,0,-1.438806534,0.73930645,282.0705566,23389088,17809936,25069744,0,0,46.34,46.34,56.05,1191,0,9.71,9.71,0,41.7877655,9.128721237,1.121830702,0.119711511,0.474696932
11/26/2018 5:00,4,0.00224359,0.001404605,0,6.41E-05,0.000125854,0.000313675,0.00052297,0.000608974,0.00079797,0.000875641,0.000961538,0.001089743,0.001153846,0.001217949,0.001378205,0.001442308,0.001602564,0.001891026,0.002119444,0.002419872,0.003119658,0.003653846,1,0,0,94599.0625,86.97084045,0,-0.831535339,0.781338692,281.9665527,23389088,18780704,25069744,0,0,49.01,49.01,57.94,1368,0,8.93,8.93,0,52.0811882,8.169694901,1.126556277,0.132057965,0.475424282
11/26/2018 6:00,5,0.041730769,0.033860759,0.00838173,0.013344231,0.019198012,0.021277778,0.024198717,0.026365812,0.028961218,0.031038462,0.033124199,0.035139744,0.036506411,0.037539316,0.040064103,0.040182692,0.042189744,0.043461539,0.045416666,0.045619658,0.048275,0.048333334,1,0,0,94613.0625,89.81665039,0,0.367616653,1.153120041,280.8081055,23395120,19749008,25081888,0,0.00224359,54.45,54.45,66.65,988,0,12.2,12.2,0,52.30429459,7.470244884,1.128356934,0.158715308,0.444641081
11/26/2018 7:00,6,0.278141026,0.196843056,0.076955129,0.090189103,0.101506411,0.110255556,0.124951603,0.147111325,0.170071795,0.186378205,0.196999199,0.20753312,0.219971154,0.228874359,0.228910257,0.23586859,0.239455128,0.241730769,0.245213675,0.252648932,0.270801282,0.291698718,1,0,0.000161409,94630.1875,88.36782837,0.058685303,0.094119072,0.552567482,282.4523926,23764176,20756240,25586208,0,0.041730769,60.38,60.38,70.26,1233,0,9.88,9.88,0,59.81190109,10.12822723,1.127664089,0.200628281,0.307292927
11/26/2018 8:00,7,0.585128205,0.494107891,0.242789744,0.335173718,0.376446955,0.397208547,0.424153205,0.431025641,0.447564744,0.465032051,0.479764103,0.494938034,0.511336058,0.531410256,0.545704274,0.563092949,0.571722863,0.580928205,0.591442307,0.596901709,0.60438141,0.605352564,1,0,6.54E-05,94655.1875,78.81552124,0.163238525,-0.010154724,-0.053506851,285.3046875,24895792,21797888,26926464,0,0.278141026,63.96,63.96,72.98,1414,0,9.02,9.02,0,64.34927368,7.918108463,1.098313808,0.179158717,0.388572035
11/26/2018 9:00,8,0.711410256,0.657963301,0.300463248,0.527985171,0.56566047,0.589541881,0.620409402,0.633788034,0.652403633,0.666708975,0.67349359,0.686785256,0.687350427,0.695192308,0.697948718,0.702292735,0.709368269,0.714102565,0.717057211,0.720875107,0.724369231,0.734957265,1,0,0.000166416,94683.125,68.83375549,0.176757813,0.516833305,-0.693411827,288.2717285,26837296,22862928,29105296,0,0.585128205,63.93,63.93,73.07,1440,0,9.14,9.14,0,66.54060364,7.783259392,1.124459028,0.145488888,0.45903122
11/26/2018 10:00,9,0.792051282,0.682637714,0.300334615,0.429744017,0.47648141,0.525692308,0.567175962,0.617959402,0.67224968,0.707564102,0.72,0.728891026,0.743539103,0.744775641,0.750544872,0.763570192,0.774069765,0.7818,0.786939957,0.797063462,0.798429487,0.824308974,1,0,0.000475883,94688.25,58.0501709,0.213073731,1.32465744,-1.269227028,291.3259277,29518960,23955968,32038272,0,0.711410256,61.71,61.71,71.49,1679,0,9.78,9.78,0,64.88897705,8.091239929,0.995396674,0.117701434,0.479756915
11/26/2018 11:00,10,0.818461538,0.698375374,0.200736539,0.361989957,0.460982906,0.562857693,0.616983974,0.666864103,0.692822756,0.722064103,0.753032692,0.766817949,0.769658119,0.77232906,0.781095299,0.790001923,0.796410256,0.801089743,0.804286538,0.806442308,0.808205128,0.820416667,1,0,0.000377655,94669.25,48.47314453,0.596008301,2.070608139,-1.544073105,293.875,32793200,25074336,35569168,0,0.792051282,59,59,71.23,1800,0,12.23,12.23,0,61.22606659,8.646508217,0.995396674,0.117701434,0.46321901
11/26/2018 12:00,11,0.801538462,0.743486538,0.48392468,0.598824359,0.648493376,0.68031282,0.691008654,0.708983761,0.728653419,0.749221154,0.765312821,0.773503846,0.778803419,0.78039829,0.782502564,0.785032052,0.788109936,0.791872649,0.799721688,0.811358975,0.822739423,0.833205129,1,4.10E-05,0.001212597,94611.5,40.82937622,0.94519043,2.524060249,-1.756073952,295.6970215,3704440,1136759,3935720,0,0.818461538,58.33,58.33,70.82,1897,0,12.49,12.49,0,58.13600159,10.6101532,0.995396674,0.117701434,0.412886352
11/26/2018 13:00,12,0.728076923,0.649634404,0.406628846,0.500701282,0.548429488,0.575787179,0.608433867,0.616703419,0.626685577,0.644423077,0.654038462,0.654682265,0.668386432,0.671698718,0.681718269,0.698797649,0.702115385,0.707424786,0.715758013,0.724660684,0.727666025,0.735458974,1,8.20E-05,0.002917767,94532.0625,35.13768005,0.677337647,2.486045837,-1.706455231,296.9631348,7596934,2300204,8074027,0,0.801538462,57.8,57.8,67.97,1278,0,10.17,10.17,0,58.77332306,10.63610649,0.995396674,0.117701434,0.412294245
11/26/2018 14:00,13,0.607435897,0.527072665,0.268461026,0.330865385,0.382177884,0.429840171,0.443489744,0.473310043,0.51107297,0.520410256,0.532126068,0.550801709,0.556452137,0.557980769,0.574871795,0.588294872,0.594040492,0.596442308,0.599944712,0.618230983,0.634551282,0.643815385,1,0.001083374,0.000806808,94467.75,30.91355896,0.730819702,2.422328949,-1.82221508,297.8276367,11416240,3475433,12163983,0,0.728076923,58.8,58.8,70.2,984,0,11.4,11.4,0,58.31033707,8.509198189,0.995396674,0.117701434,0.467201576
11/26/2018 15:00,14,0.438910256,0.494655033,0.422799038,0.439430769,0.457266667,0.459514744,0.467049199,0.474665385,0.482465385,0.489854701,0.495715064,0.498609615,0.502075321,0.50644359,0.508803846,0.513727778,0.516880342,0.519947864,0.521268269,0.528497436,0.528717949,0.528717949,1,0.000484467,0.002087593,94404.1875,28.04086304,0.943267822,2.247059822,-2.045750618,298.3444824,14986992,4644044,16003884,0,0.607435897,62.01,62.01,70.28,600,0,8.27,8.27,0,61.01758194,10.33497143,0.995396674,0.117701434,0.419270672
11/26/2018 16:00,15,0.158910256,0.246891683,0.153579487,0.179725641,0.206114744,0.215914957,0.225207051,0.228209615,0.231052351,0.232051282,0.232435898,0.23419359,0.240769979,0.24558718,0.246666667,0.250897436,0.256279914,0.260641026,0.26573766,0.293732692,0.312915919,0.349764957,1,0,5.72E-05,94344.1875,27.83027649,0.018432617,2.228787422,-2.25528717,298.505127,18015248,5829882,19322160,0,0.438910256,65.69,65.69,71.41,574,0,5.72,5.72,0,65.25618744,6.962580204,0.995396674,0.117701434,0.517296904
11/26/2018 17:00,16,0.107692308,0.096251629,0.056826923,0.061819872,0.069102565,0.069697436,0.075896581,0.080233761,0.084307479,0.088076923,0.091640385,0.093474359,0.097377564,0.098557692,0.102319551,0.104357265,0.107532051,0.111424359,0.116166025,0.119520726,0.127062981,0.139051282,1,0.000328064,0.003775597,94302.25,28.67240906,0.950866699,2.480845451,-2.421584129,298.2368164,20454144,6982063,22040800,0,0.158910256,68.4,68.4,71.46,591,0,3.06,3.06,0,68.41460419,5.541055679,0.995396674,0.117701434,0.5738509
11/26/2018 18:00,17,0.088974359,0.051743948,0.014459295,0.026774573,0.030428632,0.035728632,0.039313461,0.042536026,0.044077243,0.047000855,0.049102564,0.050128205,0.052275214,0.053964103,0.055396581,0.055977992,0.057211538,0.059573718,0.061779487,0.064679487,0.076055769,0.091730769,1,0.000310898,0.007527351,94307.125,30.65261841,1,2.316888809,-2.549035072,297.2478027,22085120,8129318,23936496,0,0.107692308,69.49,69.49,71.71,527,0,2.22,2.22,0,69.85404205,3.503537416,0.995396674,0.117701434,0.680482968
11/26/2018 19:00,18,0.02775641,0.016504386,0.002026922,0.004923718,0.007873718,0.009996154,0.011955128,0.012827137,0.013534936,0.015074359,0.01573718,0.015996795,0.01775641,0.018064957,0.018942308,0.019490064,0.020582051,0.021105128,0.022017628,0.022628205,0.023173398,0.02548077,1,0,0.0142169,94351.1875,35.91560364,0.990966797,1.432980537,-2.076518059,295.1989746,22882112,9270825,24954000,0,0.088974359,70.15,70.15,70.15,712,1,0,0,0,69.00534821,2.647874355,0.995396674,0.117701434,0.738079046
11/26/2018 20:00,19,0.000192308,0.000381357,0,0,2.14E-05,3.21E-05,0.000123717,0.000149573,0.000160257,0.000192308,0.000213675,0.000224359,0.000256409,0.000270513,0.000300961,0.000338355,0.000416667,0.000520513,0.000611004,0.000748611,0.00103141,0.001264957,1,0.000220299,0.019219875,94425.0625,41.49230957,0.981719971,0.255649567,-1.819473267,292.5314941,23021248,10406036,25174096,0,0.02775641,70,70,72.73,307,0,2.73,2.73,0,68.89860535,1.215759039,0.995396674,0.580066383,0.37214435
11/26/2018 21:00,20,0,1.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.009809971,94501.0625,53.75469971,0.863250732,-2.051055908,-0.160831451,291.1506348,23021248,11568640,25174096,0,0.000192308,67.5,67.5,71.4,643,0,3.9,3.9,0,67.61270142,2.79105854,0.995396674,0.178009689,0.622190389
11/26/2018 22:00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.86E-05,94521.4375,67.91439819,0.003356934,-2.189094543,0.078184128,288.6733398,23021248,12716181,25174096,0,0,62.31,62.31,70.71,1045,0,8.4,8.4,0,63.83200455,3.751737356,0.995396674,0.145772606,0.608572689
11/26/2018 23:00,22,0,2.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94498.75,74.41046143,0.01071167,-1.98547554,0.846130371,286.5178223,23021248,13796336,25174096,0,0,61.1,61.1,70,744,0,8.9,8.9,0,57.84876633,6.914063931,0.995396674,0.136471808,0.476701122
11/27/2018 0:00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94474.4375,78.873703,0.002685547,-0.482476234,1.99378109,285.855957,23021248,14867484,25174096,0,0,58.33,58.33,67.84,548,0,9.51,9.51,0,58.98565292,7.287927151,0.995396674,0.129682183,0.478248392
11/27/2018 1:00,0,0,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000576973,94408.75,84.06967163,0.927368164,-0.694853783,2.365941048,284.7983398,23021248,15934265,25174096,0,0,56.61,56.61,60.27,261,0,3.66,3.66,0,55.34742737,7.762468815,0.995396674,0.125893235,0.470996081
11/27/2018 2:00,1,0,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.002414703,94373.5,88.91937256,0.850036621,-0.226571083,2.294803619,284.619873,23021248,16997808,25174096,0,0,51.67,51.67,54.63,250,0,2.96,2.96,0,54.96532822,3.529271126,0.995396674,0.12363217,0.666582796
11/27/2018 3:00,2,0,0.000154327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00019455,0.004607677,94346.1875,92.22163391,0.819824219,-0.579043388,1.942666054,284.635498,23020912,18063936,25174096,0,0,51.97,51.97,54.83,83,0,2.86,2.86,0,48.67631912,3.298653126,0.995396674,0.122169606,0.684367158
11/27/2018 4:00,3,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006623659,94256.5625,94.68002319,0.860936761,-1.327555656,0.347634316,284.8164062,23020912,19132064,25174096,0,0,56.19,56.19,59.96,39,0,3.77,3.77,0,52.97465897,3.178097486,0.995396674,0.121158145,0.694366148
11/27/2018 5:00,4,0.001794872,0.001378702,0,4.21E-05,9.62E-05,0.000146154,0.00018782,0.000232265,0.000288462,0.000444103,0.000576388,0.000833333,0.000961539,0.001025641,0.001153846,0.001374786,0.001858974,0.002147436,0.002478632,0.002542735,0.003653846,0.003653846,1,0,0.009991646,94229.125,96.3591156,0.978330016,0.01281929,0.14479351,284.7265625,23020912,20190224,25174096,0,0,63.04,63.04,72,309,0,8.96,8.96,0,59.26080704,3.853478909,0.995396674,0.120421804,0.65358872
11/27/2018 6:00,5,0.048653846,0.024620133,0.004816347,0.008814103,0.011054167,0.011837607,0.013491987,0.014767308,0.017644444,0.019239743,0.020653953,0.021647436,0.023790064,0.026570512,0.028587607,0.03,0.032403846,0.034455129,0.036729166,0.037215598,0.040245513,0.045608974,1,0,0.017752647,94222.1875,92.96897888,1,0.66067791,-0.008327484,284.0092773,23026928,21266048,25185472,0,0.001794872,67.18,67.18,72.36,359,0,5.18,5.18,0,66.66755676,7.798971176,0.995396674,0.119866781,0.48377733
11/27/2018 7:00,6,0.251282051,0.158092532,0.053372222,0.075324359,0.08928109,0.092083334,0.101550428,0.105680128,0.108377564,0.11342265,0.120856944,0.143733333,0.150767949,0.166664957,0.183846154,0.196877992,0.205389316,0.214428205,0.228846154,0.236639103,0.244775641,0.25894359,1,0,0.00453186,94224.9375,90.52175903,0.706237793,0.817360878,0.169803619,285.5290527,23332288,22379728,25611104,0,0.048653846,68.53,68.53,71.19,337,0,2.66,2.66,0,69.32727814,4.579915047,0.995396674,0.11943946,0.615727993
11/27/2018 8:00,7,0.558782051,0.422041741,0.251794872,0.293661539,0.336955128,0.339391026,0.344483333,0.350811538,0.380383654,0.38284188,0.41082532,0.420769231,0.442339744,0.451528205,0.456442308,0.459261752,0.465854701,0.47198718,0.491515384,0.499171795,0.52545609,0.564825641,1,0,0.005489349,94215.0625,76.71463013,0.943786621,0.559867859,-0.556040764,289.0759277,24364160,23509264,26881936,0,0.251282051,68.89,68.89,71.77,280,0,2.88,2.88,0,69.30975342,2.828266144,0.995396674,0.119106464,0.722448817
11/27/2018 9:00,8,0.698653846,0.482472206,0.217803525,0.251057693,0.251057693,0.276849145,0.278814103,0.334174145,0.348488462,0.387565385,0.42735609,0.470760897,0.506365064,0.542962393,0.569703846,0.607364102,0.628221688,0.644685898,0.656941881,0.675764103,0.697948718,0.719192308,1,0,0,94195.9375,59.5749054,0,1.00141716,-1.649744034,292.4047852,26177920,24664928,28975776,0,0.558782051,69.5,69.5,69.52,385,0,0.02,0.02,0,68.80644226,3.090260029,0.995396674,0.118845366,0.704858201
11/27/2018 10:00,9,0.786089744,0.676867756,0.357211539,0.47025641,0.483247863,0.546730769,0.593746688,0.627980769,0.64334797,0.668653846,0.677999145,0.712403846,0.723855769,0.732529915,0.741826923,0.744775641,0.750297543,0.756345299,0.772547756,0.7825,0.787484295,0.798429487,1,0,0.000434875,94126.875,43.86921692,0.369018555,2.036077499,-2.665205002,295.666748,28833168,25825008,31922544,0,0.698653846,68.69,68.69,71.34,471,0,2.65,2.65,0,69.17168427,1.237390041,0.995396674,0.118640281,0.856651379
11/27/2018 11:00,10,0.800448718,0.561171287,0.135301603,0.214872223,0.239455129,0.248141026,0.327545513,0.376949573,0.427412393,0.493420513,0.601556944,0.621291026,0.64948782,0.673708547,0.705214102,0.723760684,0.742115384,0.75326923,0.755096154,0.768666026,0.783141026,0.796410256,1,0,0.001525879,94057.25,31.54678345,0.653411865,3.670773506,-3.513127327,298.3083496,32087376,27002880,35474720,0,0.786089744,68.4,56.35,68.4,-139,1,12.05,0,12.05,67.52143097,3.050213814,0.995396674,0.118479453,0.708287863
11/27/2018 12:00,11,0.44724359,0.498188301,0.168223077,0.221439744,0.241826924,0.253121795,0.295643269,0.327756411,0.374914103,0.403972222,0.449038462,0.477025,0.508840384,0.541717949,0.595363782,0.625320513,0.641711111,0.658311966,0.700320513,0.74525235,0.755190064,0.774551282,1,0,0.008010864,93973.4375,24.15948486,0.981658936,5.218744278,-3.695565224,300.1938477,3676993,1194534,3963152,0,0.800448718,68.07,58.51,68.07,-402,1,9.56,0,9.56,67.52819061,1.284375906,7.190788746,0.581165969,0.801383901
11/27/2018 13:00,12,0.278589744,0.369722569,0.16446218,0.168301282,0.189807693,0.191645299,0.209551282,0.235049573,0.260384616,0.287435897,0.306541453,0.323365385,0.325516987,0.363553846,0.378742308,0.409704487,0.44546453,0.479616666,0.53400641,0.578544872,0.641123718,0.701039316,1,0,0.046607971,93874.875,21.37774658,0.989990234,5.702841759,-3.595824242,301.0695801,7444022,2411666,8047365,0,0.44724359,67.33,54.48,67.33,-822,1,12.85,0,12.85,67.11945343,0.913504004,6.630775928,0.673993766,0.778316919
11/27/2018 14:00,13,0.596153846,0.392876779,0.189679167,0.218398718,0.253998825,0.288717949,0.292371795,0.298108975,0.327371795,0.349209402,0.349209402,0.359957265,0.376806731,0.416529915,0.431760256,0.440512821,0.454861966,0.475607692,0.511378205,0.533648077,0.557980769,0.591160256,1,4.58E-05,0.047546387,93747.75,19.53231812,0.953094482,5.58980751,-3.641958237,301.5476074,10651470,3725728,11752098,0,0.278589744,67.39,52.22,67.39,-1006,1,15.17,0,15.17,66.43676758,0.913302362,8.703490257,0.706406653,0.798414934
11/27/2018 15:00,14,0.365320513,0.283587527,0.14496282,0.149615385,0.168466987,0.196194872,0.215182692,0.223598077,0.232620513,0.253044872,0.258511218,0.268458974,0.272948718,0.286037607,0.30035844,0.312970086,0.347019231,0.370669231,0.378814103,0.385208761,0.400892308,0.416826923,1,0.000343323,0.014028128,93628.875,18.34519958,0.97561723,5.80988884,-3.917860031,302.2229004,13763449,5023292,15361727,0,0.596153846,67.96,52.25,67.96,-1107,1,15.71,0,15.71,67.2773056,0.826769173,10.20542908,0.727349758,0.822288802
11/27/2018 16:00,15,0.205448718,0.225500652,0.115040598,0.138715384,0.14551282,0.159230769,0.171794872,0.191153846,0.206057693,0.215221795,0.22170406,0.227219658,0.232176923,0.235701282,0.241626795,0.250516667,0.260160256,0.263423077,0.273420726,0.280769231,0.280769231,0.314133333,1,0.002670288,0.013682034,93509.125,18.42402649,0.999992847,6.098083496,-3.724816322,302.5661621,16498515,6292095,18471632,0,0.365320513,68.74,54.15,68.74,-566,1,14.59,0,14.59,68.23151398,0.735129118,10.69823742,0.742160141,0.83487259
11/27/2018 17:00,16,0.050448718,0.111649797,0.040224359,0.066119017,0.077947222,0.086738462,0.088890064,0.093088461,0.097449359,0.100321367,0.103559615,0.111241666,0.115124359,0.117886752,0.121746314,0.126058334,0.128794124,0.134450769,0.13909124,0.139358974,0.141918803,0.152773077,1,0.025398254,0.051926855,93458.625,20.61044312,0.999993265,4.281030655,-2.633302689,302.1066895,18617232,7537378,20946528,0,0.205448718,70.15,53.98,70.15,-250,1,16.17,0,16.17,69.11434937,0.610360861,10.50879097,0.763566732,0.842052883
11/27/2018 18:00,17,0.022179487,0.053982025,0.011694658,0.019835257,0.026813889,0.030900427,0.034294872,0.039038462,0.042179487,0.043749573,0.048522008,0.052048718,0.054780449,0.05638782,0.059194231,0.06,0.06375,0.071480769,0.080769231,0.085,0.085,0.091730769,1,0.152648926,0.074792326,93407.3125,25.695755,1.000001907,1.534025192,-2.322155952,300.7155762,19737040,8867967,22412688,0,0.050448718,71.51,71.51,71.51,-1,1,0,0,0,70.72689819,0.53839004,11.60100555,0.785444319,0.85477866
11/27/2018 19:00,18,0.019487179,0.019450572,0.003363622,0.006089744,0.009455449,0.011234615,0.012717628,0.013228718,0.01442094,0.014944872,0.01544765,0.01728141,0.020147863,0.020769231,0.021810096,0.023112821,0.023814103,0.024582052,0.026230128,0.026730769,0.028044872,0.031204273,1,0.177841187,0.081521988,93360.6875,28.53617859,1,1.240808487,-2.218347549,297.9831543,19950352,10238685,22889792,0,0.022179487,70.61,53.33,70.61,-418,1,17.28,0,17.28,71.52690887,0.51655829,3.746613979,0.802451253,0.641006175
11/27/2018 20:00,19,0.000128205,0.001954685,0,6.41E-05,0.000128204,0.000277778,0.000320513,0.00036047,0.00048077,0.000512821,0.00058953,0.000807051,0.000897436,0.00097094,0.00110171,0.001185898,0.001202778,0.001324786,0.001544551,0.001762821,0.001923077,0.002211539,1,0.050720215,0.037224591,93438.1875,31.50645447,1,3.292664528,0.421508789,296.7736816,19994880,11622626,23033568,0,0.019487179,67.54,50.08,67.54,-634,1,17.46,0,17.46,68.88890839,0.56571281,11.673172,0.764959395,0.86376242
11/27/2018 21:00,20,0,0.001008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000650428,1,0.042282104,0.038410932,93529.5,30.55474854,1,2.418656349,3.173223495,295.7773438,19994880,12951510,23033568,0,0.000128205,63.87,49.07,63.87,-333,1,14.8,0,14.8,64.47013092,0.621169209,12.85385036,0.767662644,0.862312989
11/27/2018 22:00,21,0,0.000679113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882051,1,0.14529711,0.048915029,93577.625,32.0093689,1,0.862752914,2.107398033,293.2087402,19994880,14243557,23033568,0,0,59.4,59.4,64.05,340,0,4.65,4.65,0,60.83063507,0.694229245,11.14165878,0.769765913,0.82759168
